STCOFIPS,TOT_POP,MALE_POP,FEMALE_POP,UNDER_5_POP,5_9_POP,10_14_POP,15_19_POP,20_24_POP,25_34_POP,35_44_POP,45_54_POP,55_59_POP,60_64_POP,65_74_POP,75_84_POP,85_PLUS_POP,MEDIAN_AGE,WHITE_POP,BLACK_POP,NATIVE_POP,ASIAN_POP,OTHER_RACE_POP,HISPANIC_LATINO_POP,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,OWNER_OCCUPIED_HOUSING_UNITS,RENTER_OCCUPIED_HOUSING_UNITS
05131,128184,63156,65028,8136,8627,8407,8279,8862,16868,15805,15618,8394,7991,12498,5763,2936,38,90210,7660,1236,5942,12162,128184,56926,51862,31168,20694
05133,15913,7977,7936,1156,1257,1293,1289,1104,1896,1989,1798,1079,867,1357,703,125,34.9,9216,752,414,44,4553,15913,6767,5543,3603,1940
05135,17422,8559,8863,897,824,1130,1104,856,1602,1846,2098,1376,1280,2522,1268,619,47.4,16111,175,32,91,203,17422,9535,6901,5537,1364
05137,12393,6105,6288,631,752,588,668,674,1172,1217,1320,1106,878,1880,1080,427,49.5,11247,17,78,47,187,12393,6796,4731,3421,1310
05139,38815,18966,19849,2312,2261,3096,2533,2120,4649,4607,4720,2520,2868,4208,2226,695,41.3,24439,12615,52,299,269,38815,18722,14940,10868,4072
05141,15900,7814,8086,694,996,704,1076,661,1367,1599,1918,1406,1222,2312,1409,536,49.7,14800,118,126,50,274,15900,9725,6833,5405,1428
05143,247331,124636,122695,15702,17222,15688,21137,26370,36539,32767,27211,13881,11080,17863,8897,2974,32.3,174159,8570,2256,6408,17255,247331,100954,93781,51179,42602
05145,77118,37704,39414,4398,4223,6053,5879,6032,9316,9058,9429,4984,5042,7308,4154,1242,38.3,68350,3373,151,667,690,77118,33395,28788,19105,9683
05147,6259,3105,3154,364,293,395,530,290,539,707,759,451,429,893,453,156,45.2,4352,1721,1,0,18,6259,3289,2626,1814,812
05149,20342,10309,10033,1254,1411,1298,1262,1260,2328,2593,2494,1675,1201,2044,969,553,40,15757,449,95,222,3319,20342,9293,7751,5311,2440
06001,1663823,826561,837262,89987,92408,94607,96579,96354,266762,258601,222182,106049,97055,143286,69078,30875,38.4,565911,169497,14165,534659,201432,1663823,622856,585818,317451,268367
06003,1515,882,633,135,80,61,131,40,155,175,83,199,70,347,19,20,43,961,0,391,3,16,1515,1617,435,360,75
06005,40577,22007,18570,1516,1634,1897,1917,1712,4525,4972,4867,2848,3764,6619,3265,1041,49.6,32583,706,480,519,2095,40577,18813,15745,12440,3305
06007,213605,106376,107229,11263,12459,11821,15148,23928,27765,24743,21966,12837,12823,23254,11489,4109,36.5,161779,3862,2426,11182,11933,213605,93069,83319,48424,34895
06009,45674,22749,22925,1866,2358,1930,2300,1808,4306,4790,5302,3797,4062,7924,4077,1154,52.1,37974,450,592,896,1529,45674,27521,17198,14114,3084
06011,21811,11112,10699,1483,1626,1671,1586,1424,2819,2811,2424,1302,1366,1873,787,639,36,13290,367,331,164,3885,21811,8107,7432,4686,2746
06013,1162648,573074,589574,62829,69866,77485,75999,67984,144083,160986,160013,80428,72668,111421,55628,23258,40.1,542206,101345,8354,212568,148400,1162648,424057,408537,274388,134149
06015,27462,14809,12653,1507,1674,1718,1474,1417,3931,3428,3255,1768,2029,3243,1627,391,40,18969,747,1965,859,1974,27462,11103,9530,6492,3038
06017,191713,96045,95668,8555,9675,12166,11214,9301,19428,22989,24274,15330,16176,26460,11678,4467,46.2,158083,1405,1056,9945,6360,191713,93679,75190,57235,17955
06019,1008280,506526,501754,72890,78529,84276,76217,71976,151847,131693,110769,54632,49743,74550,35319,15839,32.8,483826,45035,13573,108082,182307,1008280,339270,318322,172455,145867
06021,28657,14763,13894,2084,1706,2490,2109,1793,3748,3358,3138,1449,1947,2875,1502,458,35.8,19350,102,667,985,4085,28657,10914,9742,5906,3836
06023,136132,67729,68403,6566,7520,7187,8681,12566,18020,17674,15107,7259,9864,16360,6730,2598,39.5,102072,1866,5521,4389,7506,136132,62306,54495,30965,23530
06025,179578,92430,87148,13405,13289,15830,14098,12755,26346,22158,19774,9287,8965,13657,7139,2875,32.6,70860,4608,2634,2710,62551,179578,56907,47024,27122,19902
06027,18829,9617,9212,929,1193,1148,835,857,2025,2568,1938,1044,1805,2459,1468,560,44.6,12980,181,1805,324,961,18829,9471,7849,5178,2671
06029,906883,464093,442790,66329,71666,78892,70574,66088,137936,118637,99663,49472,44923,62939,28927,10837,32.2,509039,46915,9970,44904,140344,906883,301687,277499,165473,112026
06031,152515,84277,68238,11152,10263,13124,10728,12164,25518,22183,16956,8171,6285,9503,4770,1698,32.1,78680,9848,2596,5943,31275,152515,46500,43594,23924,19670
06033,68024,34144,33880,3833,4202,4035,3671,3338,7477,7759,7599,4860,5449,9682,4662,1457,44.5,48251,1538,2032,923,9001,68024,34313,26487,18420,8067
06035,31873,20127,11746,1493,1479,1559,1466,2132,6373,4972,3895,2017,1633,2884,1379,591,37.2,22816,2682,721,569,926,31873,12266,8925,6131,2794
06037,9936690,4937101,4999589,538630,559182,627684,625715,675829,1584416,1380984,1317158,630019,581217,819236,404671,191949,37.4,3937901,780993,111096,1473634,2253956,9936690,3599561,3363093,1552164,1810929
06039,157243,77200,80043,10836,11868,12792,11735,10967,21481,20523,17599,8801,8349,13626,5948,2718,34.4,77220,4091,2046,3675,46527,157243,49880,43857,28719,15138
06041,260485,127983,132502,11385,13355,15930,16040,12210,22096,30311,39429,21034,18304,34219,18573,7599,47.4,192209,6224,1131,16403,20727,260485,111681,103709,66444,37265
06043,17130,8635,8495,598,1088,718,667,688,1915,1730,1818,1435,1446,2847,1586,594,51.6,14043,140,276,230,844,17130,9824,7597,5604,1993
06045,91145,45110,46035,4944,5892,5223,5154,4769,9862,10900,10512,6186,6506,13517,5784,1896,43.7,67114,658,3500,1961,6600,91145,41380,34557,21044,13513
06047,282290,143519,138771,20677,22402,24755,24625,21328,41026,35785,31136,15173,13161,19151,9374,3697,31.5,117491,8329,3311,20601,104067,282290,87895,82760,44156,38604
06049,8651,4205,4446,418,562,414,429,317,1067,861,806,540,666,1466,735,370,47.5,7196,166,270,123,433,8651,4784,3403,2557,846
06051,13219,7279,5940,529,565,877,772,848,1751,1892,1812,952,1146,1353,618,104,40.5,10437,40,207,542,805,13219,13625,5473,3743,1730
06053,437609,223186,214423,29202,30948,33789,32717,31219,60245,57653,51127,25121,23207,36647,17235,8499,35.1,173937,9778,3430,25927,174515,437609,143743,130973,68359,62614
06055,137384,68760,68624,6341,6487,9179,8848,8297,16660,17602,17655,9548,8993,15509,8676,3589,42.5,87333,2520,1386,10960,18725,137384,55588,49218,32076,17142
06057,102322,50630,51692,4209,4531,5403,4891,4281,9890,11997,11582,7087,9406,17623,8253,3169,50.2,90082,376,445,1641,1547,102322,53690,41415,31000,10415
06059,3175227,1578013,1597214,174484,178182,203883,210803,210198,451243,413734,434102,216048,194191,278498,141949,67912,38.7,1594137,53753,19759,688905,427775,3175227,1130658,1066286,602959,463327
06061,406608,200326,206282,20564,24356,27682,25889,21202,43771,54875,53167,27730,26221,45775,24458,10918,42.3,306615,6579,1838,35465,14389,406608,173090,152537,112597,39940
06063,19650,10167,9483,878,1078,796,1060,602,1978,2002,1947,1668,1827,3719,1646,449,52.3,17247,350,336,126,129,19650,15436,8104,6023,2081
06065,2429487,1220393,1209094,146356,161783,181112,178591,167645,335249,320945,297553,145865,135226,205753,112833,40576,36.3,1138018,157125,23446,166726,574403,2429487,851646,749976,513821,236155
06067,1579211,779030,800181,95959,98949,107835,100474,98839,243661,218906,194048,96694,93447,137462,63163,29774,36.8,785699,151960,11842,271712,151033,1579211,588894,563856,328664,235192
06069,64753,32844,31909,4043,4462,5039,4633,4276,8962,8947,8152,3969,3746,5249,2254,1021,35.7,34864,617,1227,2078,8429,64753,20485,19852,13087,6765
06071,2180563,1094825,1085738,144929,152867,168348,161404,164273,332033,289338,262472,126995,117977,160957,71010,27960,33.9,975461,171762,25467,169063,484024,2180563,733104,659928,403105,256823
06073,3289701,1667851,1621850,190918,188101,202383,208638,242041,529481,457041,401063,198013,190029,282107,140257,59629,36.7,1899871,158553,27270,397687,302584,3289701,1230349,1149157,623317,525840
06075,851036,438093,412943,36577,30244,31147,30060,42665,186435,138038,112681,51743,49327,79893,39583,22643,39.3,356474,44058,4725,296122,65487,851036,408198,360842,139117,221725
06077,779445,391204,388241,51969,55901,63226,58748,53722,108019,105524,93867,45463,41592,60283,28989,12142,34.8,328081,54792,7932,133870,106602,779445,252327,237423,142391,95032
06079,281712,142477,139235,12413,13026,14928,22129,29689,31669,32046,29412,17151,19810,35531,17130,6778,40,216354,3486,2487,10652,14824,281712,123968,108099,67031,41068
06081,754250,376542,377708,39739,41155,42979,41713,40847,109712,109445,102835,51609,46696,72063,37094,18363,40.3,327625,17238,6446,230174,82367,754250,284211,264323,157368,106955
06083,445213,223753,221460,26782,26289,29054,37514,47683,59037,51376,46733,25426,24371,39392,21072,10484,34.3,270657,8431,6107,24327,55000,445213,158807,148032,78168,69864
06085,1916831,978952,937879,104468,108504,121002,120989,120463,305443,277135,258980,122282,107622,150855,80376,38712,37.7,693455,45838,12641,746381,192570,1916831,688287,650352,361551,288801
06087,268571,134256,134315,12380,13894,14647,21765,25714,32562,31843,32908,17992,17198,30199,12265,5204,39.2,176572,2839,2541,13163,40948,268571,106433,96487,57852,38635
06089,181852,89879,91973,10113,11040,11367,10549,9900,22979,21709,20262,12809,12785,22556,10924,4859,41.7,148667,1758,3234,5585,4810,181852,79626,71107,46257,24850
06091,2916,1411,1505,0,119,219,123,206,190,281,323,252,294,512,352,45,54.9,2600,7,78,0,147,2916,2092,1135,940,195
06093,44049,22035,22014,2148,2202,3018,2576,1971,4328,4746,4727,3162,3561,7236,3245,1129,47.2,35233,709,1402,708,1173,44049,23013,18768,12744,6024
06095,450995,225302,225693,26128,27485,28550,27239,28887,64413,59693,54577,29455,30027,45625,20665,8251,38.8,207575,59699,3273,70814,49978,450995,162513,154987,97692,57295
06097,488436,240478,247958,22874,25981,27632,29735,27363,60819,63363,60841,34173,35078,61401,27147,12029,42.7,330543,7589,5200,21833,66293,488436,205393,189653,116921,72732
06099,552063,275687,276376,37836,39117,45377,41285,37763,78773,72230,64399,32150,29558,43654,20213,9708,34.5,316065,15731,6802,33212,70595,552063,183317,175747,106359,69388
06101,99101,49828,49273,6321,7271,7082,7117,6324,13844,12294,11308,5447,6515,8751,4664,2163,36,53760,1940,1609,16490,10863,99101,34560,33041,19680,13361
06103,65484,32562,32922,3771,4441,4647,4038,3601,7994,7610,7237,3567,5570,7541,4105,1362,40.3,48781,626,911,1236,4530,65484,27440,24623,16520,8103
06105,15889,8243,7646,576,785,823,754,398,1514,1722,1891,1128,1902,2743,1214,439,53.2,12828,218,503,392,1028,15889,8201,5483,3883,1600
06107,473446,238140,235306,35297,39859,43110,39454,34815,66499,61338,51947,23021,23753,32646,15297,6410,31.5,240811,7695,6492,16955,117855,473446,151190,140670,82078,58592
06109,54993,28367,26626,2383,2847,2438,2542,2705,6636,6102,6029,3780,4544,8886,4113,1988,48.7,46316,846,854,810,1803,54993,31447,22831,16991,5840
06111,842009,419805,422204,45664,50806,56736,56858,55971,111564,106698,108546,57170,54400,80140,38981,18475,39,544398,15042,10595,60951,70380,842009,293491,275653,176575,99078
06113,217141,105912,111229,11092,12148,13251,20731,30793,29394,26118,23095,10990,11206,16861,7750,3712,32,127655,5971,1628,32018,17605,217141,80533,76107,39712,36395
06115,81705,41643,40062,6055,6759,6064,5399,5828,12608,11142,8275,4085,4940,6642,2903,1005,33.5,52705,2906,1166,6360,6049,81705,29626,27567,16928,10639
08001,520149,264853,255296,34100,34210,41438,36959,34650,83761,78807,64125,29318,26556,35477,15645,5103,34.4,342214,18215,7260,20574,48397,520149,187811,181211,123826,57385
08003,16460,8160,8300,967,1202,1127,1697,1660,2267,1991,1396,770,996,1587,572,228,32.2,11104,185,713,356,1221,16460,7084,6471,3702,2769
08005,654453,327156,327297,38209,41912,43057,41234,39960,101977,96450,83954,39020,38718,56159,23666,10137,37.1,422330,71815,5520,40210,40682,654453,262688,250751,162810,87941
08007,13509,6827,6682,567,810,648,605,462,1213,1685,1455,948,1463,2526,890,237,50.8,10759,47,321,73,1608,13509,9591,5738,4349,1389
08009,3496,1731,1765,168,282,226,143,173,338,529,306,292,204,442,253,140,42,3159,11,32,81,79,3496,1985,1586,1169,417
08011,5561,3453,2108,227,268,264,257,280,954,909,680,368,331,611,296,116,40.7,3960,269,173,14,403,5561,2151,1808,1114,694
08013,328658,166315,162343,13358,16191,18237,28598,34453,44878,41148,41375,20966,19215,31147,13131,5961,37,272193,2802,1448,15161,9096,328658,141007,133390,83066,50324
08014,73946,37204,36742,3509,4330,4947,4737,4297,11496,10833,10299,4571,4074,6540,2747,1566,38.6,60019,984,230,5156,1591,73946,31338,30103,19247,10856
08015,19564,10215,9349,767,975,685,713,914,2454,2549,2304,1375,1687,3231,1346,564,47.8,17538,207,84,226,218,19564,11072,9066,6309,2757
08017,1726,859,867,118,134,120,87,42,155,269,153,136,166,234,86,26,43.2,1475,16,0,3,30,1726,969,740,584,156
08019,9403,4773,4630,271,234,370,493,392,1051,1299,1508,775,1026,1384,499,101,49.5,8481,220,92,78,70,9403,5717,4589,3672,917
08021,7553,3827,3726,471,501,633,452,518,781,922,777,486,537,919,450,106,39.1,5146,11,240,4,624,7553,4043,3087,2438,649
08023,3534,1775,1759,166,158,196,163,234,352,306,347,220,411,626,330,25,52.8,2263,38,120,56,204,3534,2413,1530,1167,363
08025,5782,3922,1860,173,313,228,622,255,865,904,912,256,420,520,173,141,41.3,3875,239,231,177,321,5782,1525,1315,936,379
08027,4885,2371,2514,80,170,347,370,131,261,408,456,413,800,1085,239,125,58.1,4536,70,4,56,158,4885,4189,2181,1897,284
08029,31173,15642,15531,1376,1408,2137,1954,1399,2791,3618,3272,2149,2678,5040,2406,945,47.8,27478,190,241,195,641,31173,14841,12263,9328,2935
08031,710800,359302,351498,39520,35064,37912,34922,43951,164967,118106,83031,35335,32725,52397,22850,10020,34.9,467213,63002,5996,25450,58089,710800,344760,322964,159483,163481
08033,2329,1297,1032,64,79,91,143,45,119,325,185,203,243,568,197,67,59.2,1929,0,136,0,175,2329,1704,1185,1020,165
08035,360206,181600,178606,19682,23586,27041,27043,19741,41357,53607,55739,25469,20339,29308,12909,4385,39.3,302851,5272,1345,19296,6654,360206,136554,131971,102929,29042
08037,55650,29968,25682,2744,3443,3173,3701,2582,8393,9068,8015,3641,3297,4861,2440,292,38.3,43224,545,73,610,2283,55650,33054,20084,13774,6310
08039,26457,13448,13009,1125,1413,1754,1848,1287,2505,3143,4070,2272,2405,3158,1104,373,45.6,23215,76,135,250,380,26457,9898,9514,8881,633
08041,730323,372145,358178,46014,47834,48717,49780,59114,116952,97185,82843,44806,39679,60008,26992,10399,34.7,543305,43818,7107,20261,29113,730323,289809,276371,183106,93265
08043,49107,28582,20525,2014,2123,2368,2115,2441,7053,6468,6422,3790,3562,6415,3197,1139,44.9,42850,1908,684,284,563,49107,20302,17677,13326,4351
08045,61683,31693,29990,3975,4247,4438,4139,3586,8356,8882,7694,4016,3931,5480,2057,882,37.2,47221,458,274,568,6140,61683,24313,22390,15653,6737
08047,5856,3103,2753,202,367,279,266,84,610,819,1047,478,770,509,332,93,47.4,5255,9,95,10,2,5856,3516,2853,2243,610
08049,15724,8211,7513,652,578,889,865,692,2275,1924,2091,1181,1541,2116,729,191,44.6,13595,127,59,15,62,15724,16731,6238,4535,1703
08051,17018,9190,7828,577,697,833,1296,2355,2444,2382,2082,875,1096,1590,643,148,36.4,15398,182,83,152,255,17018,12165,7759,4898,2861
08053,911,425,486,23,40,29,21,11,110,80,102,77,108,212,94,4,56.9,834,9,12,1,0,911,1406,478,372,106
08055,6896,3607,3289,325,229,198,590,392,473,489,699,549,666,1259,825,202,55.4,6026,3,229,5,284,6896,4738,2877,2231,646
08057,1440,748,692,47,45,82,126,64,141,116,169,114,84,279,129,44,51.5,1346,9,0,0,0,1440,1186,645,496,149
08059,580519,292303,288216,28086,30774,31441,33227,32294,87472,84110,73454,40771,39782,60829,26830,11449,40.2,487122,6641,3587,16688,16118,580519,248785,238372,168238,70134
08061,1347,632,715,123,73,69,66,86,118,162,127,105,124,184,89,21,43.3,1306,8,6,0,3,1347,687,551,407,144
08063,7039,3499,3540,465,539,540,348,349,857,928,645,405,554,776,377,256,39.2,6033,2,49,12,519,7039,3430,2979,2004,975
08065,7403,3920,3483,313,360,346,528,580,1428,1193,862,217,525,846,179,26,36.8,5470,9,182,24,430,7403,4010,2837,2196,641
08067,55983,28379,27604,2484,2801,3030,3752,3527,6782,7741,6921,4106,4192,7099,2736,812,41.8,47046,129,3273,437,1412,55983,28233,22691,16036,6655
08069,359363,180193,179170,16353,18063,20797,26882,38134,52688,45660,39004,21475,21287,36725,15637,6658,36.3,309396,3447,2342,7631,7794,359363,159083,148851,96055,52796
08071,14422,7537,6885,666,735,748,755,919,1660,1539,1571,1052,1161,2168,1158,290,46.8,10314,161,682,155,468,14422,8112,6631,4688,1943
08073,5583,3377,2206,253,182,342,276,327,924,880,684,248,502,486,270,209,40.4,4778,366,21,47,57,5583,2373,1922,1368,554
08075,21302,11594,9708,1168,1014,1201,1409,1468,3218,2827,2366,1152,1556,2174,1290,459,38.9,17543,238,92,124,815,21302,8693,7985,5713,2272
08077,156131,77615,78516,8212,9668,9136,10345,9305,20292,19648,17075,10119,11066,18735,8564,3966,40.6,135709,1111,1209,1562,2844,156131,67708,63098,45317,17781
08079,794,395,399,31,21,32,14,11,93,117,83,81,96,132,78,5,54.7,747,0,1,6,6,794,1261,418,308,110
08081,13232,6702,6530,805,843,1120,820,638,1976,1633,1475,1105,802,1260,609,146,37.1,11567,49,127,36,315,13232,6096,5187,3467,1720
08083,26070,13026,13044,1229,1593,1737,1572,1199,2901,3099,2722,1382,2485,3876,1647,628,43.7,20452,334,2882,219,574,26070,12269,10520,7736,2784
08085,42823,21392,21431,2067,2393,2793,2440,2127,4290,4961,4898,3026,3167,6173,3520,968,45.9,35980,173,492,225,959,42823,19122,17042,12961,4081
08087,29045,15015,14030,2065,2461,1795,1902,1941,3847,3548,3284,2138,1512,2584,1534,434,36.9,21389,930,556,112,1462,29045,11566,10872,7022,3850
08089,18580,9409,9171,1053,1092,1372,1542,880,2041,2376,1851,1114,1339,2280,958,682,40.5,13788,236,356,152,1798,18580,8735,7594,5282,2312
08091,4936,2558,2378,145,125,178,182,131,508,478,629,289,491,1230,467,83,56.8,4522,105,9,15,40,4936,3448,2435,1864,571
08093,17597,9422,8175,598,540,921,755,603,1668,2313,2582,1804,1950,2813,899,151,51.3,16144,91,163,104,221,17597,14198,7688,6863,825
08095,4493,2203,2290,336,349,337,219,286,401,658,550,254,282,349,295,177,40.6,3795,0,78,9,144,4493,2044,1760,1319,441
08097,17325,9070,8255,807,459,879,915,766,2372,2219,2679,1279,1435,2249,918,348,46.7,15266,75,97,391,305,17325,13300,8114,5282,2832
08099,11968,6079,5889,792,1061,721,1008,843,1208,1384,1257,728,810,1361,490,305,37.8,9037,159,219,69,1195,11968,5473,4507,3200,1307
08101,168135,83410,84725,9249,10280,11054,11004,10594,21930,20863,19506,10235,11667,18867,8768,4118,39.8,127996,3379,4130,1451,12791,168135,72364,67090,44861,22229
08103,6511,3450,3061,415,416,509,427,401,695,995,582,590,440,635,300,106,39.2,5583,19,71,4,114,6511,3274,2513,1976,537
08105,11442,5913,5529,589,463,975,647,676,966,2031,1119,779,802,1442,677,276,41.3,8757,48,168,17,761,11442,6561,4657,3376,1281
08107,24944,13144,11800,1028,1427,1149,1336,1262,3525,3672,3529,1805,2004,2991,898,318,41.9,21759,48,166,273,311,24944,16642,10279,7863,2416
08109,6454,3274,3180,306,352,309,330,256,581,790,708,603,566,1201,318,134,49.9,5413,82,109,71,278,6454,3772,3071,2235,836
08111,690,371,319,16,18,31,21,52,71,117,61,52,85,120,27,19,49.3,616,0,5,0,0,690,729,337,185,152
08113,8082,4417,3665,229,425,434,332,380,1363,1226,1194,614,554,1004,196,131,41.9,7471,44,64,57,162,8082,6564,3850,2351,1499
08115,2391,1208,1183,190,88,139,182,74,231,299,223,155,209,349,167,85,44.5,2067,12,3,38,85,2391,1231,1049,717,332
08117,30955,17012,13943,1026,1403,1730,1288,1458,6018,4995,4265,2169,1999,3402,1042,160,39,25726,93,151,357,813,30955,31508,11750,8200,3550
08119,24758,12427,12331,938,1329,1083,1095,989,2452,2678,3353,2124,2860,4100,1334,423,51.1,21920,214,115,49,152,24758,13365,11040,8835,2205
08121,4817,2547,2270,217,349,306,266,309,533,643,490,310,366,591,278,159,40.2,4426,74,0,18,74,4817,2293,2030,1426,604
08123,331466,168644,162822,22760,23387,24747,24056,20952,49908,47700,39739,18331,18586,25939,11084,4277,35,265146,4681,2563,5731,20551,331466,120293,115536,86836,28700
08125,9938,5049,4889,684,852,742,524,470,1265,1103,1252,540,711,980,550,265,39.6,8333,17,117,25,232,9938,4313,3953,2799,1154
09110,977165,477460,499705,50362,53129,59933,68784,69711,126124,123134,123554,70572,64577,95634,47447,24204,39.8,654037,123631,2550,57018,63134,977165,413960,386549,252141,134408
09120,326381,159824,166557,17198,18612,22197,24692,22142,36436,41033,45582,23939,22726,29591,14411,7822,40.5,213952,39028,930,17876,32292,326381,125378,117497,77956,39541
09130,175244,86193,89051,7238,7733,9095,10894,11324,19933,20351,23514,14392,14226,21254,10508,4782,45.6,147012,8697,374,6041,2093,175244,82618,73084,54922,18162
09140,451887,220494,231393,23349,25124,27420,28099,27313,59084,56269,59358,32437,32984,46420,23005,11025,41.1,311573,52205,878,18305,29072,451887,191666,177656,119006,58650
09150,95687,47915,47772,4590,5390,5563,5650,5574,12450,11792,12940,7456,7907,9867,4671,1837,41.7,81504,1611,417,1369,3335,95687,41503,38574,28696,9878
