county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
LaGrange County,Indiana,60.49831862939485,5,0.5265473571675144,0.3972602739726028,0.5998120309929518,0.3415363277925511,1,0.5639507626635245,NA,NA,NA,NA,NA,40805,15151,84487,1982,NA,NA,NA,NA
Lake County,Indiana,71.83935983451268,5,0.6571591712982129,0.589041095890411,0.5614780175310543,0.2924498121557707,0.7387528386489134,0.7633188536570251,186944.5402756137,163439.43114857713,22743.239500434436,761.515519954494,0.3541066476017074,500379,217436,71493,1968,2,1,1,0
LaPorte County,Indiana,58.44787325077759,5,0.5836997515537143,0.5753424657534247,0.5764164161404498,0.28241105210831546,0.6602985435655121,0.6442008346710222,64129.314306808315,56104.80194895356,7674.134663427041,350.2962047552001,0.08148967251372466,111917,50038,71055,1969,4,2,1,1
Lawrence County,Indiana,48.02420184674624,4,0.5128529838961141,0.5205479452054795,0.4422449116214511,0.262250856218029,0.6613575997068553,0.5719141986170928,20154.905574474888,18445.292860918147,1569.2877712506895,140.1443388293588,0.18060347669384436,45102,20545,66468,1973,5,1,4,0
Madison County,Indiana,56.6912421494145,5,0.6086355360419569,0.6301369863013699,0.5483183270031302,0.2475713050467776,0.5481570268497278,0.6572679471606074,125640.46717634656,110776.61279591505,13872.691640600422,991.1627398310906,0,131900,59301,63037,1965,7,3,2,2
Marion County,Indiana,75.49749995933037,5,0.7020258009566216,0.5205479452054795,0.5140497354298064,0.2738439766016651,0.7292904935258704,0.8164430946978818,421373.8841447058,368816.1103738946,47351.30403587915,5206.469734932018,0,975809,441040,66346,1973,2,2,0,0
Marshall County,Indiana,48.562669320171125,4,0.5348470075708868,0.5205479452054795,0.6200646097661444,0.2871979215803234,0.5480626455337662,0.5739718119119598,30794.851863270782,27078.840035817917,3525.0078162363347,190.97125933188389,0.03275188464613926,46284,20111,71808,1973,7,2,3,2
Martin County,Indiana,35.795865967834274,2,0.4301614995284163,0.410958904109589,0.4729305823464939,0.26544962576472525,0.6600535502804302,0.45074353086274077,5300.354023568235,4846.710186930087,414.6741972509479,38.92935193362541,0.040287453574489596,9830,4583,68594,1981,5,1,4,0
Miami County,Indiana,46.33686906775038,3,0.5169597840921001,0.6849315068493151,0.5188721663659245,0.23271313532199173,0.5798513271161483,0.5533470445101416,22039.785672360296,19305.13912911203,2537.92415024675,196.7223930015164,0,35712,14952,61139,1961,6,2,3,1
Monroe County,Indiana,56.5445627923505,5,0.5945213661208044,0.34246575342465757,0.472311665005662,0.2872486721492054,0.6421770620656695,0.6625546862102157,86315.03922747618,77682.35336751322,7843.011612483574,789.0970811386989,0.5771663406808343,140965,65657,65868,1986,5,2,3,0
Montgomery County,Indiana,45.0339549375566,3,0.5252896586298254,0.6027397260273972,0.5223782275368177,0.27800859282400753,0.48690254405330746,0.5589366219730995,30347.31583573085,27203.474285174347,2927.880021324797,215.96152923170317,0,38312,16585,71479,1967,9,1,4,4
Morgan County,Indiana,53.30503607722501,4,0.5548358285906426,0.410958904109589,0.4868617553609641,0.32035996578941195,0.6517015055402731,0.6098418526183084,50311.11898092696,45626.39299228303,4317.135727952346,367.59026069158807,0,72659,30046,79429,1981,5,2,3,0
Newton County,Indiana,42.18510723357032,3,0.45031417751006414,0.547945205479452,0.5343940980897884,0.29114561297752944,0.6983287699764184,0.4784232923506911,5732.599389850678,4997.594559215254,712.7191894000005,22.27571844525068,0.009922790171991772,13922,6093,75481,1971,3,1,2,0
Noble County,Indiana,48.12983319020013,4,0.533694267244688,0.4794520547945206,0.5635753634759094,0.2849343540152396,0.5657556975950316,0.5760261156659316,33275.570549041964,29809.173433752465,3294.8481167745044,171.51594371897727,0.0330547960152498,47495,20297,71723,1976,7,2,3,2
Ohio County,Indiana,34.52322743969713,1,0.3993108700667641,0.452054794520548,0.5221079827452848,0.28453122118365287,0.7061589408929716,0.41146856821303013,2506.639122492846,2220.0797428179176,267.33325029118157,19.22612938374664,0,5999,2769,70392,1978,3,1,1,1
Orange County,Indiana,41.85565070073214,3,0.4639946521924167,0.4246575342465754,0.3924536221259588,0.25629632943417824,0.7268234635515571,0.5063035585875266,8190.636628670756,7430.608827273294,683.8425911931613,76.18521020430093,0,19767,9101,65873,1980,3,1,2,0
Owen County,Indiana,42.50507778128331,3,0.4817147747828372,0.3972602739726028,0.5182985273951896,0.24839727636368888,0.6752803954734817,0.5133714361567389,12047.409022898995,10789.578126652248,1139.481020418955,118.26269036749291,0.08718546029932092,21604,9918,62464,1982,4,2,2,0
Parke County,Indiana,41.74243983100198,3,0.45307934495179464,0.5342465753424658,0.4727663530819448,0.26308235372445804,0.7042120425614836,0.49148091924938614,5964.251671890363,5310.713130687485,569.2029466469236,84.33559455595335,0,16406,7657,68485,1972,3,1,1,1
Perry County,Indiana,39.28481544959829,2,0.4707670411014096,0.4794520547945206,0.2783615607272512,0.24185979140314787,0.66068230901001,0.5042782444059377,8121.550476767014,7078.337638769465,1016.655329016152,26.557508981397003,0,19270,8597,61151,1976,4,0,2,2
Pike County,Indiana,39.401307890884475,2,0.47290612823973727,0.5205479452054795,0.4695210194772955,0.27339261271531323,0.6248825256341639,0.4676217458885752,12865.23576131754,11313.468500474311,1470.466208625594,81.30105221763401,0,12154,5589,71334,1973,5,3,2,0
Porter County,Indiana,62.606251686086075,5,0.5962936720971094,0.3972602739726028,0.5632563341007057,0.3593074060887823,0.6979659791147174,0.6796741020450046,68224.35088982471,59432.67486482371,8535.892005413494,255.66568546975543,0.1183341177543519,174818,72662,87972,1982,3,1,2,0
Posey County,Indiana,46.582697865829644,3,0.502188512826344,0.4794520547945206,0.4212817901998843,0.31246995914369097,0.6953383409884761,0.5253516420398514,17070.641904159384,14855.964850473712,2130.5240382970624,84.15301538860757,0,25116,11105,78129,1976,3,2,1,0
Pulaski County,Indiana,38.01680592031753,2,0.4620703529410053,0.5616438356164384,0.5469971971694817,0.245562984673476,0.5822210464548984,0.4694779712444193,8437.77009949039,7353.477245670529,1049.04290082985,35.240425938884925,0.009527051125250595,12441,5850,62792,1970,6,1,4,1
Putnam County,Indiana,46.794782431695424,3,0.5117762620141171,0.410958904109589,0.4823687231755508,0.31231264746505155,0.6234573858136536,0.5567647681650895,24847.859312903467,22770.306653916738,1885.2683193466294,192.15012431363732,0.13421532646199152,37280,15268,78378,1981,6,2,4,0
Randolph County,Indiana,45.0356780749018,3,0.48753866725397454,0.726027397260274,0.5417646206703052,0.2284307926088333,0.6363406061155024,0.5230089182183026,12816.650241321862,11470.547081961344,1221.91868076985,124.18447859067012,0,24387,11412,60791,1958,5,2,3,0
Ripley County,Indiana,46.536969169531396,3,0.48568365286550413,0.452054794520548,0.474825942862247,0.28742993837111763,0.7196630661285601,0.5370483432872981,11602.207007285493,10424.937447784694,1092.5163711500275,84.75318835076956,0,29095,12461,70573,1978,3,1,2,0
Rush County,Indiana,41.517342772993786,2,0.44751780209233716,0.7808219178082192,0.4977666596722222,0.26025989424845747,0.6164814240994818,0.49307909983781895,6024.4256672217725,5489.322466369553,482.5557596804894,52.54744117173045,0,16739,7387,66473,1954,6,1,4,1
St. Joseph County,Indiana,79.05399473744167,5,0.7041598245672767,0.589041095890411,0.6232410848306165,0.26792891425913756,1,0.7151383116070776,NA,NA,NA,NA,NA,273040,118580,66868,1968,NA,NA,NA,NA
Scott County,Indiana,41.928085184551975,3,0.48963167494749027,0.3835616438356164,0.48892155052187736,0.22479439269280838,0.6568389162821184,0.5234609668369706,12435.647544108635,10899.738538768606,1419.9052471790912,116.00375816093724,0,24526,10840,56352,1983,4,1,2,1
Shelby County,Indiana,49.37330912785512,4,0.5267652710372448,0.5342465753424658,0.5043495410613293,0.2902949880941038,0.62732266539125,0.5722011311776743,25724.013283848166,22790.102426602793,2688.6332893709973,245.277567874377,0,45265,19674,72190,1972,5,2,2,1
Spencer County,Indiana,42.266511007853524,3,0.4882204496925776,0.4383561643835616,0.3435852988188269,0.2912811100129461,0.6681237567858741,0.5070564274810296,14149.752711815778,12405.273585300898,1719.5195095253616,24.959616989517272,0,19955,8727,74506,1979,4,1,1,2
Starke County,Indiana,43.335916969339095,3,0.4911010641645628,0.5068493150684932,0.5844332348328732,0.24973676934660924,0.6134893890519393,0.519603905849384,11701.318441255855,10135.645156483277,1497.8611514001968,67.79377466343453,0.01835870894614529,23365,11273,63960,1974,5,1,4,0
Steuben County,Indiana,48.72455390966937,4,0.5303588200386059,0.410958904109589,0.6025184534247834,0.30020720479921476,0.6378321890365615,0.5511201626895422,30266.967160325003,26955.399801560678,3165.1962051518576,146.3399162846686,0.031237327800586606,34726,19181,74911,1981,5,2,3,0
Sullivan County,Indiana,42.17457431827539,3,0.47756252311881436,0.5205479452054795,0.5476781014926856,0.21762245423736684,0.6579770208494071,0.5102785015868424,10347.921388575243,9095.145380359258,1145.5741196419965,107.12461015278575,0.0772784212029976,20780,8791,56204,1973,4,2,2,0
Switzerland County,Indiana,36.84794233715962,2,0.43956695133165136,0.28767123287671237,0.5298334249728816,0.25873312041330077,0.7059929855096716,0.4513801379895982,5911.746611925236,5244.261556831136,614.3020536404687,53.183001453630915,0,9909,4456,65343,1990,3,2,1,0
Tippecanoe County,Indiana,58.158476978005645,5,0.5913973984231349,0.3287671232876712,0.5378728495022688,0.258741102679566,0.6699714314304519,0.6859081256965811,61761.84175163038,54917.77462078102,6306.8809921166685,537.1861387326887,0,189071,80647,60636,1987,4,1,3,0
Tipton County,Indiana,43.81700012800141,3,0.465914900956892,0.6301369863013699,0.5116381640322624,0.29413268508647566,0.6865061878390515,0.48616865030373413,10704.259401964546,9689.738795211346,918.4048034061009,96.11580334709836,0,15346,6845,76156,1965,4,2,0,2
Union County,Indiana,36.914077656820524,2,0.3933960356229805,0.5616438356164384,0.4658757478813629,0.29474804952270556,0.750271604021954,0.42357035285722205,1972.751341559106,1765.4525924347508,185.50511336865628,21.79363575569884,0,6985,3255,76424,1970,2,1,1,0
Vanderburgh County,Indiana,63.00234961335589,5,0.6053487000590274,0.5616438356164384,0.4524669717442318,0.24854351956824902,0.7820023257225946,0.682049225288331,79955.07001213847,69763.45366371765,10135.353089474545,56.263258946287266,0,180117,85319,61648,1970,1,1,0,0
Vermillion County,Indiana,41.38911898536066,2,0.4440973822459196,0.6712328767123288,0.46151438695027813,0.22640647807195827,0.7143036029646365,0.48655640759851315,3756.6733567510173,3229.4386879378,478.64802492673465,48.58664388648267,0,15421,7337,60200,1962,2,1,1,0
Vigo County,Indiana,55.13204861314593,4,0.5601735051651664,0.589041095890411,0.5519907411645548,0.2112266841172409,0.6734122242835765,0.6399621771043442,37820.00866842561,33788.96245177313,3673.9093711339187,356.7246441252523,0.4122013933147265,106109,46891,52976,1968,4,1,3,0
Wabash County,Indiana,46.46636853642965,3,0.5080430492469739,0.7123287671232876,0.5196084548708081,0.2590089107398451,0.5898988518098163,0.5416913611903283,20419.35740949921,18302.01630605164,1687.1385878186754,430.2025156289001,0,30844,14097,66806,1959,6,2,4,0
Warren County,Indiana,38.036814395874586,2,0.4387091047303488,0.5205479452054795,0.49395207033948707,0.31676046089922333,0.6511005874917404,0.4388444148426174,5837.192518905591,5072.370091950705,716.4132431009026,48.40314842638222,0.006035427601739949,8464,3706,82425,1973,4,2,1,1
Warrick County,Indiana,52.97753710353346,4,0.5530311513682075,0.34246575342465757,0.44280791183163026,0.35593910562740694,0.6627560842281275,0.6013008462572409,41829.889180202095,36683.33168165419,4932.604130289608,213.95336825829966,0,65261,26890,89844,1986,4,3,1,0
Washington County,Indiana,43.37202493644,3,0.4861442411730793,0.3972602739726028,0.4577156260262808,0.2555345157229528,0.6676637508761989,0.534597116586882,14010.045231199383,12896.263905805266,1017.2096879134544,96.5716374806607,0,28212,12222,64641,1982,5,1,4,0
Wayne County,Indiana,51.31912570536227,4,0.5681101499185274,0.6986301369863014,0.47131693973408983,0.2181601584036499,0.5808016229674378,0.6026734541550548,42433.193518949956,35234.739662420674,6857.171910754406,341.2819457748797,0,66397,30736,55692,1960,5,1,2,2
Wells County,Indiana,46.76219137845929,3,0.5074105831538364,0.5205479452054795,0.5489593101777402,0.28590263036906777,0.6418873015374473,0.5351813673473128,17410.02415672486,14976.090473357215,2270.2388037575543,163.69487961009017,0,28420,12074,71957,1973,4,2,1,1
White County,Indiana,42.541838909508584,3,0.5122192967137797,0.5753424657534247,0.531954229947694,0.26522749415924585,0.513414524612892,0.5240779660901138,22452.668708122073,19821.85989560454,2499.263127866592,131.52457693989476,0.02110771104861076,24717,12961,67303,1969,8,2,4,2
Whitley County,Indiana,45.24167253124037,3,0.5111245563222596,0.4383561643835616,0.5253291632990783,0.3114612691450146,0.5590597889198978,0.5508724125393256,22354.89141978034,20182.98933630047,1709.715452884674,462.1866305951948,0,34618,15030,78083,1979,7,2,4,1
Adair County,Iowa,32.13958395758324,1,0.4458405710661023,0.726027397260274,0.5144958736762507,0.2640373540915042,0.42590430094567955,0.42880254565095693,7281.9310428525505,6302.692690025346,960.9743897575837,18.263963069621433,0,7460,3568,68092,1958,10,2,3,4
Adams County,Iowa,33.30588217559101,1,0.41560064295225346,0.7671232876712328,0.5185564913512276,0.26947429160791936,0.6220264277379977,0.371344455509852,3416.8679441388986,2797.897070182615,613.8955991661351,5.0752747901486455,0,3622,1889,71875,1955,4,2,1,1
Allamakee County,Iowa,41.57652814621757,3,0.4506523108114564,0.5342465753424658,0.5646878126618722,0.2755397413930857,0.6842898380881759,0.47938858579805316,4135.201228555942,3521.358086901384,605.5835495362716,8.259592118286413,0,14092,7761,70694,1972,3,1,2,0
Appanoose County,Iowa,39.25587949515223,2,0.44488741515394137,0.6438356164383562,0.48683971720945485,0.21174101814523083,0.690171398509076,0.46781781633418723,4283.259071171845,3675.613389708031,599.97290007063,7.672781393183353,0,12184,6312,54934,1964,3,1,2,0
Audubon County,Iowa,30.988164649429123,1,0.4118711943731198,0.8356164383561644,0.5333474828576475,0.22205462961922728,0.4979660605043206,0.40598093014529857,3423.990137048302,3002.6649528913745,371.4233059550767,49.901878201851495,0,5599,2790,58229,1950,8,1,5,1
Benton County,Iowa,45.237667077720126,3,0.48783773431269106,0.6438356164383562,0.5297882504332173,0.3380286362379638,0.556181650324041,0.5272540904649108,9609.388621084689,8179.107529720458,1332.0486134576943,98.23247790653642,0,25724,11114,86962,1964,6,1,3,2
Black Hawk County,Iowa,57.91997257111115,5,0.6024382731941672,0.6164383561643836,0.6266535540624818,0.2654854080102107,0.5655430417569108,0.6567531128471689,84630.19744380034,72153.523593972,12108.848856604065,367.8249932242752,0,131049,58991,66417,1966,6,2,2,2
Boone County,Iowa,48.1489840379334,4,0.47752350068367666,0.6986301369863014,0.5902170213054456,0.32773123819725897,0.645848288485299,0.5301205688707507,6621.19172332714,5638.785647499261,969.0561147607826,13.349961067096789,0,26668,12041,83531,1960,4,1,1,2
Bremer County,Iowa,44.80227457131727,3,0.4993470044763156,0.5616438356164384,0.6335591150481744,0.3402319328473962,0.5116292028000489,0.5256298287999824,14347.01684712688,12237.915329816331,1858.8206582990244,250.28085901152485,0,25204,10585,86784,1970,7,2,3,2
Buchanan County,Iowa,43.121031218368955,3,0.4977891121334543,0.5205479452054795,0.5731621205561254,0.3013414316275796,0.5594162286406769,0.5099486538998858,14164.403772952015,11891.20295543713,2245.676379959551,27.52443755533546,0,20694,8945,78236,1973,6,2,2,2
Buena Vista County,Iowa,45.39234108920868,3,0.48779441172974375,0.6438356164383562,0.6122993049775944,0.27578962435593746,0.6306275627299388,0.5101750919898376,10685.147287332635,8914.18565904906,1741.0644321684492,29.897196115125322,0,20753,8293,71719,1964,4,2,2,0
Butler County,Iowa,40.78272753741874,2,0.4779395193451265,0.726027397260274,0.6205534824249379,0.28382274840055627,0.50885753962784,0.48037575733515614,10592.375244802308,8993.450941871855,1421.3866396300398,177.53766330041182,0,14268,6570,73715,1958,7,2,3,2
Calhoun County,Iowa,38.399426572686785,2,0.4357701452709157,0.726027397260274,0.5886073752744543,0.24352771210550014,0.6196197607777391,0.45052478272351015,4263.694925693301,3692.0800132562367,563.2769041442892,8.338008292775015,0,9803,4798,64964,1958,5,1,3,1
